InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,price_total
544109,58144,PRODUTO TESTE,38,2011-04-19,2.65,10164,United Kingdom,100.7
540858,42543,PRODUTO TESTE,1,2011-10-15,47.54,10047,United Kingdom,47.54
536884,38975,PRODUTO TESTE,13,2011-12-28,14.33,10007,United Kingdom,186.29
542229,20633,PRODUTO TESTE,47,2011-03-29,33.41,10011,United Kingdom,1570.2699999999998
536386,91803,PRODUTO TESTE,23,2011-08-20,9.15,10074,United Kingdom,210.45000000000002
538467,69922,PRODUTO TESTE,4,2011-01-16,40.96,10190,United Kingdom,163.84
542492,35895,PRODUTO TESTE,1,2011-08-21,42.17,10009,United Kingdom,42.17
540554,75082,PRODUTO TESTE,27,2011-06-10,48.93,10073,United Kingdom,1321.11
542849,72442,PRODUTO TESTE,46,2011-01-27,49.63,10021,United Kingdom,2282.98
543587,25754,PRODUTO TESTE,1,2011-12-20,33.07,10135,United Kingdom,33.07
541063,30776,PRODUTO TESTE,15,2011-01-31,14.02,10152,United Kingdom,210.29999999999998
536511,19472,PRODUTO TESTE,6,2011-11-22,6.72,10142,United Kingdom,40.32
536641,84064,PRODUTO TESTE,1,2011-11-04,7.87,10131,United Kingdom,7.87
542992,24006,PRODUTO TESTE,11,2011-07-19,46.85,10154,United Kingdom,515.35
536347,83020,PRODUTO TESTE,30,2011-11-26,34.34,10001,United Kingdom,1030.2
539388,57650,PRODUTO TESTE,40,2011-04-23,3.0,10173,United Kingdom,120.0
536144,20512,PRODUTO TESTE,11,2011-09-20,49.22,10147,United Kingdom,541.42
538730,86007,PRODUTO TESTE,33,2011-09-12,40.49,10147,United Kingdom,1336.17
541356,25614,PRODUTO TESTE,40,2011-07-31,15.8,10078,United Kingdom,632.0
540194,11264,PRODUTO TESTE,41,2011-11-16,36.47,10076,United Kingdom,1495.27
544964,66040,PRODUTO TESTE,5,2011-10-14,33.96,10009,United Kingdom,169.8
536634,38230,PRODUTO TESTE,32,2011-08-03,23.42,10181,United Kingdom,749.44
536572,58023,PRODUTO TESTE,36,2011-12-23,25.86,10046,Eire,930.96
538441,85570,PRODUTO TESTE,41,2011-07-22,2.64,10020,United Kingdom,108.24000000000001
543443,80818,PRODUTO TESTE,17,2011-08-21,25.28,10124,Germany,429.76
539652,35328,PRODUTO TESTE,31,2011-03-10,17.34,10046,United Kingdom,537.54
536304,35526,PRODUTO TESTE,19,2011-11-27,13.85,10088,Germany,263.15
542615,82844,PRODUTO TESTE,48,2011-07-01,32.62,10000,Eire,1565.7599999999998
536606,56384,PRODUTO TESTE,3,2011-07-06,21.75,10190,United Kingdom,65.25
542405,78253,PRODUTO TESTE,3,2011-10-25,21.58,10102,United Kingdom,64.74
537331,54523,PRODUTO TESTE,33,2011-04-30,8.38,10052,United Kingdom,276.54
543725,57658,PRODUTO TESTE,23,2011-04-07,48.11,10135,United Kingdom,1106.53
538665,15825,PRODUTO TESTE,20,2011-01-04,11.58,10106,United Kingdom,231.6
537654,12068,PRODUTO TESTE,8,2011-03-26,20.6,10005,Eire,164.8
539030,73303,PRODUTO TESTE,4,2011-07-06,9.92,10151,United Kingdom,39.68
536007,28197,PRODUTO TESTE,35,2011-09-22,35.31,10080,United Kingdom,1235.8500000000001
537486,42459,PRODUTO TESTE,14,2011-05-01,22.09,10139,United Kingdom,309.26
541386,43273,PRODUTO TESTE,37,2011-06-12,20.98,10179,United Kingdom,776.26
538707,66982,PRODUTO TESTE,19,2011-03-22,43.82,10122,United Kingdom,832.58
539184,94709,PRODUTO TESTE,16,2011-10-26,38.09,10134,United Kingdom,609.44
543265,78196,PRODUTO TESTE,7,2011-07-11,26.23,10050,United Kingdom,183.61
537114,67463,PRODUTO TESTE,31,2011-02-22,23.7,10047,United Kingdom,734.6999999999999
539563,85139,PRODUTO TESTE,10,2011-08-11,48.02,10083,United Kingdom,480.20000000000005
537675,55907,PRODUTO TESTE,44,2011-05-03,47.84,10170,United Kingdom,2104.96
540345,23078,PRODUTO TESTE,17,2011-11-12,35.39,10104,United Kingdom,601.63
538985,53957,PRODUTO TESTE,39,2011-04-08,38.13,10069,United Kingdom,1487.0700000000002
536416,98011,PRODUTO TESTE,20,2011-11-12,45.01,10155,France,900.1999999999999
536632,80197,PRODUTO TESTE,17,2011-09-12,48.23,10170,United Kingdom,819.91
543671,41468,PRODUTO TESTE,19,2011-02-19,4.57,10180,United Kingdom,86.83000000000001
536512,39126,PRODUTO TESTE,19,2011-10-05,49.87,10059,United Kingdom,947.53
543044,92619,PRODUTO TESTE,21,2011-09-21,35.3,10141,United Kingdom,741.3
544244,18507,PRODUTO TESTE,43,2011-06-16,29.84,10118,United Kingdom,1283.12
540192,93944,PRODUTO TESTE,33,2011-02-28,20.95,10089,United Kingdom,691.35
537083,68364,PRODUTO TESTE,33,2011-05-05,10.43,10109,Germany,344.19
544679,39303,PRODUTO TESTE,6,2011-09-14,30.69,10177,United Kingdom,184.14000000000001
544493,11548,PRODUTO TESTE,16,2011-07-21,7.49,10173,United Kingdom,119.84
537283,50923,PRODUTO TESTE,40,2011-12-29,25.1,10037,United Kingdom,1004.0
536492,98187,PRODUTO TESTE,2,2011-03-21,29.38,10135,United Kingdom,58.76
542434,31845,PRODUTO TESTE,3,2011-10-11,31.97,10016,United Kingdom,95.91
541407,92952,PRODUTO TESTE,10,2011-03-23,5.23,10068,United Kingdom,52.300000000000004
542215,86226,PRODUTO TESTE,29,2011-08-16,30.55,10143,France,885.95
538085,97886,PRODUTO TESTE,35,2011-07-15,46.62,10084,United Kingdom,1631.6999999999998
536865,99196,PRODUTO TESTE,5,2011-04-18,39.07,10161,United Kingdom,195.35
536599,92652,PRODUTO TESTE,23,2011-11-18,37.41,10106,United Kingdom,860.43
537697,96808,PRODUTO TESTE,11,2011-01-12,16.85,10199,United Kingdom,185.35000000000002
536689,38300,PRODUTO TESTE,20,2011-03-07,44.65,10059,United Kingdom,893.0
543220,51249,PRODUTO TESTE,33,2011-08-27,25.29,10155,United Kingdom,834.5699999999999
541437,44253,PRODUTO TESTE,7,2011-02-07,5.48,10081,United Kingdom,38.36
538675,55854,PRODUTO TESTE,38,2011-10-18,26.98,10106,Germany,1025.24
544879,72842,PRODUTO TESTE,49,2011-03-13,33.93,10027,Germany,1662.57
542047,11426,PRODUTO TESTE,3,2011-10-18,0.96,10114,United Kingdom,2.88
537565,64244,PRODUTO TESTE,10,2011-11-17,31.27,10037,United Kingdom,312.7
542396,99449,PRODUTO TESTE,41,2011-04-17,2.48,10199,United Kingdom,101.67999999999999
541032,87562,PRODUTO TESTE,2,2011-01-28,21.92,10171,France,43.84
544861,10975,PRODUTO TESTE,20,2011-10-04,41.33,10140,United Kingdom,826.5999999999999
540301,63885,PRODUTO TESTE,24,2011-06-13,49.94,10146,United Kingdom,1198.56
542102,57833,PRODUTO TESTE,2,2011-12-13,18.83,10119,United Kingdom,37.66
536361,70182,PRODUTO TESTE,1,2011-07-29,24.9,10078,France,24.9
543803,92272,PRODUTO TESTE,22,2011-06-27,44.69,10183,United Kingdom,983.18
542643,91696,PRODUTO TESTE,46,2011-01-01,35.72,10043,United Kingdom,1643.12
539282,67971,PRODUTO TESTE,14,2011-10-01,20.51,10099,United Kingdom,287.14000000000004
542280,51262,PRODUTO TESTE,9,2011-08-09,38.22,10068,United Kingdom,343.98
536039,63726,PRODUTO TESTE,7,2011-02-05,17.39,10026,France,121.73
536334,91003,PRODUTO TESTE,48,2011-07-02,26.33,10020,United Kingdom,1263.84
540565,37032,PRODUTO TESTE,47,2011-06-06,46.18,10073,United Kingdom,2170.46
541624,88177,PRODUTO TESTE,30,2011-09-03,10.41,10016,United Kingdom,312.3
544433,63182,PRODUTO TESTE,20,2011-07-02,16.0,10013,United Kingdom,320.0
542836,15718,PRODUTO TESTE,3,2011-06-17,44.34,10070,United Kingdom,133.02
538315,77472,PRODUTO TESTE,46,2011-10-31,23.36,10040,United Kingdom,1074.56
540423,56402,PRODUTO TESTE,4,2011-10-25,2.35,10003,United Kingdom,9.4
543434,95535,PRODUTO TESTE,32,2011-11-20,21.24,10060,United Kingdom,679.68
537563,80166,PRODUTO TESTE,5,2011-11-06,25.28,10090,United Kingdom,126.4
536519,16265,PRODUTO TESTE,27,2011-09-12,14.23,10126,United Kingdom,384.21000000000004
536724,40183,PRODUTO TESTE,9,2011-07-13,32.3,10068,United Kingdom,290.7
544454,14513,PRODUTO TESTE,30,2011-03-16,44.62,10089,Eire,1338.6
542543,96382,PRODUTO TESTE,5,2011-10-30,32.66,10084,United Kingdom,163.29999999999998
537314,27170,PRODUTO TESTE,36,2011-09-11,32.49,10177,United Kingdom,1169.64
537297,22793,PRODUTO TESTE,28,2011-09-14,8.67,10192,United Kingdom,242.76
541179,88106,PRODUTO TESTE,35,2011-04-18,3.0,10100,United Kingdom,105.0
538594,56789,PRODUTO TESTE,36,2011-12-26,17.81,10108,United Kingdom,641.16
538617,88238,PRODUTO TESTE,38,2011-09-25,49.94,10196,United Kingdom,1897.7199999999998
537755,94295,PRODUTO TESTE,10,2011-11-16,16.8,10056,Germany,168.0
541469,88528,PRODUTO TESTE,7,2011-08-02,43.06,10069,United Kingdom,301.42
536241,24649,PRODUTO TESTE,48,2011-07-06,4.75,10179,United Kingdom,228.0
538205,28540,PRODUTO TESTE,35,2011-01-13,23.26,10077,United Kingdom,814.1
540980,36944,PRODUTO TESTE,5,2011-01-26,17.9,10047,Germany,89.5
542299,87613,PRODUTO TESTE,14,2011-03-23,18.94,10065,United Kingdom,265.16
537946,38157,PRODUTO TESTE,31,2011-01-30,32.74,10178,Eire,1014.94
541830,69957,PRODUTO TESTE,15,2011-10-11,24.77,10181,United Kingdom,371.55
542839,26854,PRODUTO TESTE,39,2011-08-15,42.29,10061,United Kingdom,1649.31
539492,58873,PRODUTO TESTE,22,2011-02-10,45.29,10105,United Kingdom,996.38
538311,80175,PRODUTO TESTE,49,2011-07-02,24.35,10196,United Kingdom,1193.15
540995,45540,PRODUTO TESTE,42,2011-06-21,49.1,10148,United Kingdom,2062.2000000000003
541209,24685,PRODUTO TESTE,20,2011-01-02,4.07,10043,United Kingdom,81.4
536846,47017,PRODUTO TESTE,40,2011-08-09,14.18,10118,United Kingdom,567.2
541086,78589,PRODUTO TESTE,19,2011-05-25,21.13,10123,United Kingdom,401.46999999999997
541119,65453,PRODUTO TESTE,11,2011-02-12,27.52,10005,United Kingdom,302.71999999999997
544386,70396,PRODUTO TESTE,17,2011-11-06,28.61,10059,United Kingdom,486.37
540833,47744,PRODUTO TESTE,48,2011-01-03,44.86,10170,United Kingdom,2153.2799999999997
542853,93617,PRODUTO TESTE,40,2011-10-06,14.24,10048,United Kingdom,569.6
538787,88292,PRODUTO TESTE,3,2011-10-13,40.93,10059,United Kingdom,122.78999999999999
543314,87704,PRODUTO TESTE,24,2011-04-13,24.78,10035,United Kingdom,594.72
544250,59230,PRODUTO TESTE,24,2011-02-21,15.32,10031,United Kingdom,367.68
542674,96437,PRODUTO TESTE,35,2011-05-05,15.55,10069,Eire,544.25
541844,64889,PRODUTO TESTE,9,2011-09-02,19.73,10174,United Kingdom,177.57
540725,64142,PRODUTO TESTE,39,2011-09-22,38.29,10000,United Kingdom,1493.31
544354,69072,PRODUTO TESTE,17,2011-03-08,24.1,10056,United Kingdom,409.70000000000005
543633,26730,PRODUTO TESTE,13,2011-01-05,8.11,10012,United Kingdom,105.42999999999999
539750,85524,PRODUTO TESTE,18,2011-07-24,38.11,10112,United Kingdom,685.98
536770,42649,PRODUTO TESTE,46,2011-07-31,33.34,10050,United Kingdom,1533.64
536032,69315,PRODUTO TESTE,16,2011-12-24,47.49,10158,France,759.84
538101,85980,PRODUTO TESTE,25,2011-10-05,26.71,10117,United Kingdom,667.75
536563,20318,PRODUTO TESTE,44,2011-07-20,32.89,10156,United Kingdom,1447.16
536985,94817,PRODUTO TESTE,24,2011-08-24,34.2,10087,United Kingdom,820.8000000000001
544829,42498,PRODUTO TESTE,33,2011-06-14,22.09,10172,Germany,728.97
536858,69483,PRODUTO TESTE,44,2011-09-05,7.32,10095,United Kingdom,322.08000000000004
539165,88291,PRODUTO TESTE,34,2011-10-31,36.16,10198,United Kingdom,1229.4399999999998
537567,55927,PRODUTO TESTE,39,2011-11-11,30.63,10117,United Kingdom,1194.57
542311,48225,PRODUTO TESTE,14,2011-06-08,24.33,10134,United Kingdom,340.62
544734,11479,PRODUTO TESTE,36,2011-06-16,35.72,10051,United Kingdom,1285.92
543115,52723,PRODUTO TESTE,22,2011-07-01,6.78,10162,United Kingdom,149.16
544777,62660,PRODUTO TESTE,31,2011-10-26,16.64,10134,United Kingdom,515.84
541311,71996,PRODUTO TESTE,16,2011-03-06,6.67,10180,United Kingdom,106.72
542062,80215,PRODUTO TESTE,4,2011-05-05,6.74,10053,United Kingdom,26.96
537317,79875,PRODUTO TESTE,40,2011-08-13,1.56,10157,United Kingdom,62.400000000000006
543671,51332,PRODUTO TESTE,6,2011-09-11,37.92,10094,United Kingdom,227.52
542731,17061,PRODUTO TESTE,5,2011-04-18,11.75,10037,United Kingdom,58.75
538286,32889,PRODUTO TESTE,43,2011-02-12,41.68,10034,United Kingdom,1792.24
539193,46660,PRODUTO TESTE,46,2011-07-05,45.27,10112,France,2082.42
541498,98107,PRODUTO TESTE,28,2011-08-22,8.84,10063,United Kingdom,247.51999999999998
536116,79286,PRODUTO TESTE,26,2011-10-07,35.59,10020,United Kingdom,925.3400000000001
543361,90508,PRODUTO TESTE,14,2011-01-02,23.29,10085,United Kingdom,326.06
538525,99300,PRODUTO TESTE,28,2011-01-07,45.99,10130,United Kingdom,1287.72
536674,21986,PRODUTO TESTE,28,2011-05-22,24.48,10063,Germany,685.44
538975,11047,PRODUTO TESTE,23,2011-07-25,19.25,10191,United Kingdom,442.75
543521,61657,PRODUTO TESTE,31,2011-01-02,15.08,10155,United Kingdom,467.48
538468,33832,PRODUTO TESTE,25,2011-03-05,45.23,10102,France,1130.75
540852,88193,PRODUTO TESTE,43,2011-06-02,11.7,10186,United Kingdom,503.09999999999997
543306,51835,PRODUTO TESTE,31,2011-04-12,41.47,10086,United Kingdom,1285.57
536303,10841,PRODUTO TESTE,16,2011-09-17,10.11,10027,United Kingdom,161.76
542839,30064,PRODUTO TESTE,31,2011-01-13,32.35,10007,United Kingdom,1002.85
538598,40738,PRODUTO TESTE,7,2011-11-21,22.83,10187,United Kingdom,159.81
542259,12422,PRODUTO TESTE,6,2011-03-03,5.68,10191,United Kingdom,34.08
537692,38564,PRODUTO TESTE,40,2011-06-10,6.73,10147,United Kingdom,269.20000000000005
537251,58558,PRODUTO TESTE,27,2011-12-27,14.43,10020,United Kingdom,389.61
543270,68445,PRODUTO TESTE,14,2011-12-31,36.58,10008,United Kingdom,512.12
544831,18392,PRODUTO TESTE,49,2011-01-08,10.65,10010,United Kingdom,521.85
542094,47445,PRODUTO TESTE,30,2011-09-20,24.07,10049,United Kingdom,722.1
540192,79182,PRODUTO TESTE,42,2011-01-28,5.3,10114,United Kingdom,222.6
537753,43288,PRODUTO TESTE,25,2011-08-12,35.94,10013,United Kingdom,898.5
541832,98703,PRODUTO TESTE,4,2011-10-11,44.73,10091,United Kingdom,178.92
540351,52977,PRODUTO TESTE,35,2011-11-24,17.23,10103,United Kingdom,603.0500000000001
537512,64868,PRODUTO TESTE,36,2011-06-25,13.1,10158,United Kingdom,471.59999999999997
539954,81825,PRODUTO TESTE,20,2011-07-09,44.88,10062,United Kingdom,897.6
538141,85315,PRODUTO TESTE,34,2011-07-28,7.73,10009,United Kingdom,262.82
537009,35845,PRODUTO TESTE,25,2011-01-13,3.44,10010,United Kingdom,86.0
537187,52019,PRODUTO TESTE,35,2011-04-24,16.06,10170,United Kingdom,562.0999999999999
540664,84716,PRODUTO TESTE,31,2011-09-16,38.13,10022,Germany,1182.03
539297,85502,PRODUTO TESTE,20,2011-12-17,34.86,10127,United Kingdom,697.2
536899,84132,PRODUTO TESTE,30,2011-12-26,49.36,10076,United Kingdom,1480.8
540628,70083,PRODUTO TESTE,12,2011-07-15,18.3,10155,France,219.60000000000002
537478,34092,PRODUTO TESTE,36,2011-04-05,14.15,10012,Germany,509.40000000000003
536138,43143,PRODUTO TESTE,45,2011-06-24,19.22,10179,United Kingdom,864.9
537192,69026,PRODUTO TESTE,6,2011-06-19,39.22,10139,United Kingdom,235.32
540036,32893,PRODUTO TESTE,31,2011-05-25,11.11,10089,Eire,344.40999999999997
544586,71380,PRODUTO TESTE,1,2011-05-12,47.41,10041,United Kingdom,47.41
538175,56350,PRODUTO TESTE,15,2011-11-13,25.87,10195,United Kingdom,388.05
538563,49834,PRODUTO TESTE,31,2011-05-23,39.27,10060,United Kingdom,1217.3700000000001
538183,41987,PRODUTO TESTE,10,2011-01-11,41.45,10098,United Kingdom,414.5
539196,79639,PRODUTO TESTE,7,2011-09-21,24.2,10078,United Kingdom,169.4
542455,51893,PRODUTO TESTE,16,2011-08-31,37.2,10046,United Kingdom,595.2
538898,37619,PRODUTO TESTE,1,2011-05-19,18.55,10083,United Kingdom,18.55
541918,44553,PRODUTO TESTE,29,2011-08-18,40.64,10030,United Kingdom,1178.56
544084,53583,PRODUTO TESTE,2,2011-12-10,41.28,10000,United Kingdom,82.56
544515,65579,PRODUTO TESTE,13,2011-12-04,28.53,10057,Germany,370.89
541066,99112,PRODUTO TESTE,12,2011-10-16,11.3,10022,United Kingdom,135.60000000000002
542419,40641,PRODUTO TESTE,48,2011-08-01,48.53,10082,Eire,2329.44
544272,26080,PRODUTO TESTE,49,2011-01-11,47.38,10172,Germany,2321.6200000000003
538699,23300,PRODUTO TESTE,3,2011-10-26,49.2,10000,United Kingdom,147.60000000000002
537188,91341,PRODUTO TESTE,35,2011-11-05,25.39,10022,United Kingdom,888.65
537033,22797,PRODUTO TESTE,11,2011-10-10,19.09,10101,Eire,209.99
543938,42747,PRODUTO TESTE,30,2011-12-27,23.29,10054,United Kingdom,698.6999999999999
541005,99828,PRODUTO TESTE,45,2011-07-08,2.77,10097,United Kingdom,124.65
538667,24912,PRODUTO TESTE,3,2011-02-10,27.68,10005,United Kingdom,83.03999999999999
539109,24392,PRODUTO TESTE,47,2011-07-01,33.48,10066,United Kingdom,1573.56
543217,27121,PRODUTO TESTE,7,2011-11-01,13.15,10086,United Kingdom,92.05
541511,12195,PRODUTO TESTE,22,2011-10-11,36.2,10110,United Kingdom,796.4000000000001
543914,72530,PRODUTO TESTE,43,2011-06-05,39.78,10156,United Kingdom,1710.54
538715,96344,PRODUTO TESTE,25,2011-05-22,49.3,10093,United Kingdom,1232.5
540253,78353,PRODUTO TESTE,2,2011-02-28,13.03,10168,United Kingdom,26.06
537095,96780,PRODUTO TESTE,8,2011-01-16,42.15,10105,France,337.2
544742,57434,PRODUTO TESTE,36,2011-04-25,9.02,10052,United Kingdom,324.71999999999997
540606,65263,PRODUTO TESTE,25,2011-03-29,6.98,10045,United Kingdom,174.5
539723,55334,PRODUTO TESTE,22,2011-12-31,22.57,10119,United Kingdom,496.54
538438,13501,PRODUTO TESTE,17,2011-09-06,39.8,10048,United Kingdom,676.5999999999999
540400,65873,PRODUTO TESTE,8,2011-03-07,11.05,10095,United Kingdom,88.4
542072,87158,PRODUTO TESTE,46,2011-11-04,27.67,10172,United Kingdom,1272.8200000000002
536335,64581,PRODUTO TESTE,33,2011-08-24,6.21,10136,United Kingdom,204.93
536790,71489,PRODUTO TESTE,14,2011-07-21,16.34,10148,United Kingdom,228.76
536912,90948,PRODUTO TESTE,20,2011-11-03,38.39,10066,United Kingdom,767.8
543288,35022,PRODUTO TESTE,19,2011-09-20,6.48,10049,United Kingdom,123.12
538778,59758,PRODUTO TESTE,33,2011-06-27,30.79,10186,United Kingdom,1016.0699999999999
538464,48465,PRODUTO TESTE,4,2011-09-01,29.45,10096,United Kingdom,117.8
537754,46474,PRODUTO TESTE,31,2011-04-30,24.47,10098,United Kingdom,758.5699999999999
536386,17952,PRODUTO TESTE,44,2011-11-25,33.36,10092,United Kingdom,1467.84
536040,57714,PRODUTO TESTE,4,2011-08-10,42.66,10172,Eire,170.64
536713,19640,PRODUTO TESTE,14,2011-03-09,8.52,10142,United Kingdom,119.28
537426,52665,PRODUTO TESTE,29,2011-12-19,40.8,10038,United Kingdom,1183.1999999999998
542265,90758,PRODUTO TESTE,4,2011-09-08,3.54,10030,United Kingdom,14.16
538681,23115,PRODUTO TESTE,42,2011-05-21,24.37,10120,United Kingdom,1023.5400000000001
536645,32527,PRODUTO TESTE,7,2011-03-20,25.82,10009,Eire,180.74
536129,74893,PRODUTO TESTE,24,2011-12-01,10.28,10063,United Kingdom,246.71999999999997
540293,91629,PRODUTO TESTE,13,2011-10-28,4.94,10027,United Kingdom,64.22
543561,96001,PRODUTO TESTE,31,2011-01-17,4.21,10004,United Kingdom,130.51
539048,20810,PRODUTO TESTE,5,2011-08-21,2.34,10183,United Kingdom,11.7
538052,98553,PRODUTO TESTE,23,2011-04-18,8.2,10001,Eire,188.6
540494,55503,PRODUTO TESTE,42,2011-07-27,40.53,10186,United Kingdom,1702.26
537699,85000,PRODUTO TESTE,29,2011-04-01,45.0,10037,United Kingdom,1305.0
544806,11297,PRODUTO TESTE,36,2011-07-07,14.97,10163,United Kingdom,538.9200000000001
542870,20460,PRODUTO TESTE,18,2011-06-06,8.64,10006,United Kingdom,155.52
539101,28388,PRODUTO TESTE,2,2011-08-01,20.78,10030,United Kingdom,41.56
544563,17744,PRODUTO TESTE,18,2011-10-20,44.14,10022,United Kingdom,794.52
538925,90171,PRODUTO TESTE,49,2011-02-26,20.29,10141,United Kingdom,994.2099999999999
537261,82308,PRODUTO TESTE,37,2011-10-18,5.86,10124,United Kingdom,216.82000000000002
544444,45131,PRODUTO TESTE,33,2011-03-23,49.24,10095,Germany,1624.92
544637,17025,PRODUTO TESTE,11,2011-01-13,25.23,10048,United Kingdom,277.53000000000003
538813,19552,PRODUTO TESTE,27,2011-06-12,17.45,10017,France,471.15
541352,33596,PRODUTO TESTE,29,2011-04-21,44.73,10113,United Kingdom,1297.1699999999998
537559,75430,PRODUTO TESTE,30,2011-03-09,46.41,10046,United Kingdom,1392.3
541774,82111,PRODUTO TESTE,44,2011-06-04,25.09,10118,United Kingdom,1103.96
542211,58539,PRODUTO TESTE,32,2011-11-14,15.68,10137,United Kingdom,501.76
542389,91681,PRODUTO TESTE,7,2011-08-02,24.39,10169,United Kingdom,170.73000000000002
541118,93532,PRODUTO TESTE,7,2011-09-23,11.35,10098,United Kingdom,79.45
542337,79087,PRODUTO TESTE,29,2011-02-24,24.17,10000,United Kingdom,700.9300000000001
540995,17088,PRODUTO TESTE,42,2011-01-28,11.86,10056,Germany,498.12
543378,90089,PRODUTO TESTE,47,2011-05-03,31.3,10170,United Kingdom,1471.1000000000001
537616,91751,PRODUTO TESTE,28,2011-10-10,38.11,10106,United Kingdom,1067.08
540351,60389,PRODUTO TESTE,24,2011-11-20,48.49,10123,United Kingdom,1163.76
539747,63926,PRODUTO TESTE,39,2011-02-07,42.21,10091,United Kingdom,1646.19
540800,80164,PRODUTO TESTE,48,2011-06-23,4.76,10032,United Kingdom,228.48
538914,40976,PRODUTO TESTE,12,2011-09-29,26.82,10154,United Kingdom,321.84000000000003
544587,72726,PRODUTO TESTE,13,2011-03-17,13.25,10199,Germany,172.25
536947,80668,PRODUTO TESTE,26,2011-06-26,1.21,10171,United Kingdom,31.46
541717,22738,PRODUTO TESTE,11,2011-11-07,37.86,10058,United Kingdom,416.46
541981,71176,PRODUTO TESTE,12,2011-06-19,18.21,10050,United Kingdom,218.52
536309,19708,PRODUTO TESTE,19,2011-08-07,48.87,10111,United Kingdom,928.53
538480,99306,PRODUTO TESTE,49,2011-04-05,34.09,10090,United Kingdom,1670.41
536922,70106,PRODUTO TESTE,11,2011-12-29,8.36,10193,United Kingdom,91.96
536848,52279,PRODUTO TESTE,8,2011-04-02,25.96,10120,United Kingdom,207.68
537441,55347,PRODUTO TESTE,9,2011-12-06,45.14,10181,United Kingdom,406.26
537716,65731,PRODUTO TESTE,48,2011-12-28,3.19,10196,Germany,153.12
543546,21217,PRODUTO TESTE,31,2011-07-06,32.08,10015,United Kingdom,994.4799999999999
541748,55891,PRODUTO TESTE,30,2011-11-14,36.2,10072,United Kingdom,1086.0
536273,74429,PRODUTO TESTE,5,2011-09-19,35.35,10146,United Kingdom,176.75
541656,33445,PRODUTO TESTE,44,2011-09-27,7.93,10162,United Kingdom,348.91999999999996
537230,53145,PRODUTO TESTE,5,2011-01-26,45.41,10029,United Kingdom,227.04999999999998
539789,39732,PRODUTO TESTE,48,2011-02-20,16.45,10063,United Kingdom,789.5999999999999
536342,24490,PRODUTO TESTE,47,2011-01-26,3.06,10109,United Kingdom,143.82
536811,98089,PRODUTO TESTE,26,2011-01-12,4.62,10159,United Kingdom,120.12
537193,63346,PRODUTO TESTE,42,2011-11-02,23.15,10022,Eire,972.3
539900,45289,PRODUTO TESTE,49,2011-03-06,2.48,10120,France,121.52
540167,40442,PRODUTO TESTE,26,2011-01-03,39.09,10059,United Kingdom,1016.3400000000001
539174,71145,PRODUTO TESTE,37,2011-12-09,43.36,10043,United Kingdom,1604.32
541581,19739,PRODUTO TESTE,27,2011-04-12,1.16,10103,United Kingdom,31.319999999999997
542484,61038,PRODUTO TESTE,23,2011-10-25,40.6,10082,United Kingdom,933.8000000000001
542558,30722,PRODUTO TESTE,13,2011-12-17,49.07,10127,United Kingdom,637.91
541211,90081,PRODUTO TESTE,31,2011-07-10,2.0,10063,United Kingdom,62.0
540910,80585,PRODUTO TESTE,9,2011-12-05,36.39,10164,United Kingdom,327.51
540424,78191,PRODUTO TESTE,5,2011-12-20,49.96,10015,Eire,249.8
538141,23122,PRODUTO TESTE,10,2011-02-22,39.96,10172,Germany,399.6
536090,51259,PRODUTO TESTE,46,2011-05-16,44.3,10147,United Kingdom,2037.8
544696,41989,PRODUTO TESTE,9,2011-07-24,35.54,10069,United Kingdom,319.86
539330,75185,PRODUTO TESTE,38,2011-10-14,14.98,10076,United Kingdom,569.24
542806,74071,PRODUTO TESTE,18,2011-03-08,11.6,10003,United Kingdom,208.79999999999998
544610,45748,PRODUTO TESTE,13,2011-03-12,25.87,10140,Eire,336.31
540472,24521,PRODUTO TESTE,7,2011-04-22,18.96,10033,United Kingdom,132.72
543756,39179,PRODUTO TESTE,40,2011-04-10,16.81,10131,United Kingdom,672.4
540313,55309,PRODUTO TESTE,23,2011-12-10,9.31,10145,United Kingdom,214.13000000000002
537190,32817,PRODUTO TESTE,19,2011-05-25,42.34,10169,United Kingdom,804.46
536238,38598,PRODUTO TESTE,31,2011-11-13,35.4,10141,United Kingdom,1097.3999999999999
537220,31668,PRODUTO TESTE,39,2011-01-21,16.9,10060,United Kingdom,659.0999999999999
544482,15827,PRODUTO TESTE,31,2011-02-07,12.26,10147,United Kingdom,380.06
540275,64110,PRODUTO TESTE,20,2011-10-21,6.84,10165,United Kingdom,136.8
538872,99742,PRODUTO TESTE,44,2011-04-02,6.07,10063,United Kingdom,267.08000000000004
540014,95671,PRODUTO TESTE,44,2011-01-31,31.46,10024,United Kingdom,1384.24
538303,93641,PRODUTO TESTE,48,2011-08-05,5.89,10178,United Kingdom,282.71999999999997
544994,77276,PRODUTO TESTE,43,2011-01-23,14.32,10118,United Kingdom,615.76
536764,15778,PRODUTO TESTE,5,2011-05-29,1.78,10047,United Kingdom,8.9
542468,28092,PRODUTO TESTE,29,2011-07-20,42.84,10025,United Kingdom,1242.3600000000001
539020,73551,PRODUTO TESTE,31,2011-07-12,18.7,10155,United Kingdom,579.6999999999999
536426,98966,PRODUTO TESTE,6,2011-08-02,17.48,10028,United Kingdom,104.88
