InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
541830,69957,PRODUTO TESTE,15,10/11/2011 00:00,24.77,10181.0,United Kingdom
542839,26854,PRODUTO TESTE,39,08/15/2011 00:00,42.29,10061.0,United Kingdom
539492,58873,PRODUTO TESTE,22,02/10/2011 00:00,45.29,10105.0,United Kingdom
538311,80175,PRODUTO TESTE,49,07/02/2011 00:00,24.35,10196.0,United Kingdom
540995,45540,PRODUTO TESTE,42,06/21/2011 00:00,49.1,10148.0,United Kingdom
541209,24685,PRODUTO TESTE,20,01/02/2011 00:00,4.07,10043.0,United Kingdom
536846,47017,PRODUTO TESTE,40,08/09/2011 00:00,14.18,10118.0,United Kingdom
541086,78589,PRODUTO TESTE,19,05/25/2011 00:00,21.13,10123.0,United Kingdom
537388,94142,PRODUTO TESTE,-5,11/17/2011 00:00,29.34,10130.0,United Kingdom
541119,65453,PRODUTO TESTE,11,02/12/2011 00:00,27.52,10005.0,United Kingdom
544386,70396,PRODUTO TESTE,17,11/06/2011 00:00,28.61,10059.0,United Kingdom
540833,47744,PRODUTO TESTE,48,01/03/2011 00:00,44.86,10170.0,United Kingdom
542853,93617,PRODUTO TESTE,40,10/06/2011 00:00,14.24,10048.0,United Kingdom
538787,88292,PRODUTO TESTE,3,10/13/2011 00:00,40.93,10059.0,United Kingdom
544304,97495,PRODUTO TESTE,-5,05/29/2011 00:00,28.12,10064.0,United Kingdom
543314,87704,PRODUTO TESTE,24,04/13/2011 00:00,24.78,10035.0,United Kingdom
544250,59230,PRODUTO TESTE,24,02/21/2011 00:00,15.32,10031.0,United Kingdom
542674,96437,PRODUTO TESTE,35,05/05/2011 00:00,15.55,10069.0,Eire
541844,64889,PRODUTO TESTE,9,09/02/2011 00:00,19.73,10174.0,United Kingdom
540725,64142,PRODUTO TESTE,39,09/22/2011 00:00,38.29,10000.0,United Kingdom
544354,69072,PRODUTO TESTE,17,03/08/2011 00:00,24.1,10056.0,United Kingdom
543633,26730,PRODUTO TESTE,13,01/05/2011 00:00,8.11,10012.0,United Kingdom
539750,85524,PRODUTO TESTE,18,07/24/2011 00:00,38.11,10112.0,United Kingdom
536770,42649,PRODUTO TESTE,46,07/31/2011 00:00,33.34,10050.0,United Kingdom
536032,69315,PRODUTO TESTE,16,12/24/2011 00:00,47.49,10158.0,France
538101,85980,PRODUTO TESTE,25,10/05/2011 00:00,26.71,10117.0,United Kingdom
536563,20318,PRODUTO TESTE,44,07/20/2011 00:00,32.89,10156.0,United Kingdom
537903,37075,PRODUTO TESTE,-4,08/05/2011 00:00,24.23,10126.0,United Kingdom
536985,94817,PRODUTO TESTE,24,08/24/2011 00:00,34.2,10087.0,United Kingdom
544829,42498,PRODUTO TESTE,33,06/14/2011 00:00,22.09,10172.0,Germany
536858,69483,PRODUTO TESTE,44,09/05/2011 00:00,7.32,10095.0,United Kingdom
541642,60545,PRODUTO TESTE,-2,03/13/2011 00:00,49.34,10189.0,United Kingdom
539165,88291,PRODUTO TESTE,34,10/31/2011 00:00,36.16,10198.0,United Kingdom
537567,55927,PRODUTO TESTE,39,11/11/2011 00:00,30.63,10117.0,United Kingdom
542311,48225,PRODUTO TESTE,14,06/08/2011 00:00,24.33,10134.0,United Kingdom
544734,11479,PRODUTO TESTE,36,06/16/2011 00:00,35.72,10051.0,United Kingdom
543115,52723,PRODUTO TESTE,22,07/01/2011 00:00,6.78,10162.0,United Kingdom
544777,62660,PRODUTO TESTE,31,10/26/2011 00:00,16.64,10134.0,United Kingdom
541311,71996,PRODUTO TESTE,16,03/06/2011 00:00,6.67,10180.0,United Kingdom
542062,80215,PRODUTO TESTE,4,05/05/2011 00:00,6.74,10053.0,United Kingdom
537317,79875,PRODUTO TESTE,40,08/13/2011 00:00,1.56,10157.0,United Kingdom
543671,51332,PRODUTO TESTE,6,09/11/2011 00:00,37.92,10094.0,United Kingdom
542731,17061,PRODUTO TESTE,5,04/18/2011 00:00,11.75,10037.0,United Kingdom
538286,32889,PRODUTO TESTE,43,02/12/2011 00:00,41.68,10034.0,United Kingdom
539193,46660,PRODUTO TESTE,46,07/05/2011 00:00,45.27,10112.0,France
541498,98107,PRODUTO TESTE,28,08/22/2011 00:00,8.84,10063.0,United Kingdom
536116,79286,PRODUTO TESTE,26,10/07/2011 00:00,35.59,10020.0,United Kingdom
543361,90508,PRODUTO TESTE,14,01/02/2011 00:00,23.29,10085.0,United Kingdom
538525,99300,PRODUTO TESTE,28,01/07/2011 00:00,45.99,10130.0,United Kingdom
536674,21986,PRODUTO TESTE,28,05/22/2011 00:00,24.48,10063.0,Germany
538975,11047,PRODUTO TESTE,23,07/25/2011 00:00,19.25,10191.0,United Kingdom
543521,61657,PRODUTO TESTE,31,01/02/2011 00:00,15.08,10155.0,United Kingdom
538468,33832,PRODUTO TESTE,25,03/05/2011 00:00,45.23,10102.0,France
540852,88193,PRODUTO TESTE,43,06/02/2011 00:00,11.7,10186.0,United Kingdom
543306,51835,PRODUTO TESTE,31,04/12/2011 00:00,41.47,10086.0,United Kingdom
536303,10841,PRODUTO TESTE,16,09/17/2011 00:00,10.11,10027.0,United Kingdom
542839,30064,PRODUTO TESTE,31,01/13/2011 00:00,32.35,10007.0,United Kingdom
538598,40738,PRODUTO TESTE,7,11/21/2011 00:00,22.83,10187.0,United Kingdom
542259,12422,PRODUTO TESTE,6,03/03/2011 00:00,5.68,10191.0,United Kingdom
537692,38564,PRODUTO TESTE,40,06/10/2011 00:00,6.73,10147.0,United Kingdom
537251,58558,PRODUTO TESTE,27,12/27/2011 00:00,14.43,10020.0,United Kingdom
543094,90391,PRODUTO TESTE,-3,08/30/2011 00:00,38.45,10058.0,United Kingdom
543270,68445,PRODUTO TESTE,14,12/31/2011 00:00,36.58,10008.0,United Kingdom
544831,18392,PRODUTO TESTE,49,01/08/2011 00:00,10.65,10010.0,United Kingdom
542094,47445,PRODUTO TESTE,30,09/20/2011 00:00,24.07,10049.0,United Kingdom
540192,79182,PRODUTO TESTE,42,01/28/2011 00:00,5.3,10114.0,United Kingdom
537753,43288,PRODUTO TESTE,25,08/12/2011 00:00,35.94,10013.0,United Kingdom
538656,60680,PRODUTO TESTE,-3,04/29/2011 00:00,39.77,10196.0,United Kingdom
541832,98703,PRODUTO TESTE,4,10/11/2011 00:00,44.73,10091.0,United Kingdom
539114,22402,PRODUTO TESTE,0,02/15/2011 00:00,44.34,10052.0,United Kingdom
540351,52977,PRODUTO TESTE,35,11/24/2011 00:00,17.23,10103.0,United Kingdom
537512,64868,PRODUTO TESTE,36,06/25/2011 00:00,13.1,10158.0,United Kingdom
539954,81825,PRODUTO TESTE,20,07/09/2011 00:00,44.88,10062.0,United Kingdom
538141,85315,PRODUTO TESTE,34,07/28/2011 00:00,7.73,10009.0,United Kingdom
537009,35845,PRODUTO TESTE,25,01/13/2011 00:00,3.44,10010.0,United Kingdom
537187,52019,PRODUTO TESTE,35,04/24/2011 00:00,16.06,10170.0,United Kingdom
540664,84716,PRODUTO TESTE,31,09/16/2011 00:00,38.13,10022.0,Germany
539297,85502,PRODUTO TESTE,20,12/17/2011 00:00,34.86,10127.0,United Kingdom
536899,84132,PRODUTO TESTE,30,12/26/2011 00:00,49.36,10076.0,United Kingdom
540628,70083,PRODUTO TESTE,12,07/15/2011 00:00,18.3,10155.0,France
537478,34092,PRODUTO TESTE,36,04/05/2011 00:00,14.15,10012.0,Germany
536138,43143,PRODUTO TESTE,45,06/24/2011 00:00,19.22,10179.0,United Kingdom
537192,69026,PRODUTO TESTE,6,06/19/2011 00:00,39.22,10139.0,United Kingdom
540036,32893,PRODUTO TESTE,31,05/25/2011 00:00,11.11,10089.0,Eire
544586,71380,PRODUTO TESTE,1,05/12/2011 00:00,47.41,10041.0,United Kingdom
538175,56350,PRODUTO TESTE,15,11/13/2011 00:00,25.87,10195.0,United Kingdom
538563,49834,PRODUTO TESTE,31,05/23/2011 00:00,39.27,10060.0,United Kingdom
538183,41987,PRODUTO TESTE,10,01/11/2011 00:00,41.45,10098.0,United Kingdom
539196,79639,PRODUTO TESTE,7,09/21/2011 00:00,24.2,10078.0,United Kingdom
542455,51893,PRODUTO TESTE,16,08/31/2011 00:00,37.2,10046.0,United Kingdom
538898,37619,PRODUTO TESTE,1,05/19/2011 00:00,18.55,10083.0,United Kingdom
541918,44553,PRODUTO TESTE,29,08/18/2011 00:00,40.64,10030.0,United Kingdom
544084,53583,PRODUTO TESTE,2,12/10/2011 00:00,41.28,10000.0,United Kingdom
544515,65579,PRODUTO TESTE,13,12/04/2011 00:00,28.53,10057.0,Germany
541066,99112,PRODUTO TESTE,12,10/16/2011 00:00,11.3,10022.0,United Kingdom
542419,40641,PRODUTO TESTE,48,08/01/2011 00:00,48.53,10082.0,Eire
544272,26080,PRODUTO TESTE,49,01/11/2011 00:00,47.38,10172.0,Germany
543080,98014,PRODUTO TESTE,-1,07/06/2011 00:00,31.18,10032.0,United Kingdom
538699,23300,PRODUTO TESTE,3,10/26/2011 00:00,49.2,10000.0,United Kingdom
537188,91341,PRODUTO TESTE,35,11/05/2011 00:00,25.39,10022.0,United Kingdom
537033,22797,PRODUTO TESTE,11,10/10/2011 00:00,19.09,10101.0,Eire
543938,42747,PRODUTO TESTE,30,12/27/2011 00:00,23.29,10054.0,United Kingdom
541005,99828,PRODUTO TESTE,45,07/08/2011 00:00,2.77,10097.0,United Kingdom
538667,24912,PRODUTO TESTE,3,02/10/2011 00:00,27.68,10005.0,United Kingdom
539109,24392,PRODUTO TESTE,47,07/01/2011 00:00,33.48,10066.0,United Kingdom
538535,64825,PRODUTO TESTE,-3,04/27/2011 00:00,5.92,10082.0,United Kingdom
543217,27121,PRODUTO TESTE,7,11/01/2011 00:00,13.15,10086.0,United Kingdom
541511,12195,PRODUTO TESTE,22,10/11/2011 00:00,36.2,10110.0,United Kingdom
543914,72530,PRODUTO TESTE,43,06/05/2011 00:00,39.78,10156.0,United Kingdom
538715,96344,PRODUTO TESTE,25,05/22/2011 00:00,49.3,10093.0,United Kingdom
540253,78353,PRODUTO TESTE,2,02/28/2011 00:00,13.03,10168.0,United Kingdom
537095,96780,PRODUTO TESTE,8,01/16/2011 00:00,42.15,10105.0,France
544742,57434,PRODUTO TESTE,36,04/25/2011 00:00,9.02,10052.0,United Kingdom
540606,65263,PRODUTO TESTE,25,03/29/2011 00:00,6.98,10045.0,United Kingdom
540977,98439,PRODUTO TESTE,-5,04/07/2011 00:00,36.6,10064.0,Germany
539723,55334,PRODUTO TESTE,22,12/31/2011 00:00,22.57,10119.0,United Kingdom
538438,13501,PRODUTO TESTE,17,09/06/2011 00:00,39.8,10048.0,United Kingdom
544535,31493,PRODUTO TESTE,-5,07/21/2011 00:00,14.49,10182.0,France
540400,65873,PRODUTO TESTE,8,03/07/2011 00:00,11.05,10095.0,United Kingdom
542072,87158,PRODUTO TESTE,46,11/04/2011 00:00,27.67,10172.0,United Kingdom
536335,64581,PRODUTO TESTE,33,08/24/2011 00:00,6.21,10136.0,United Kingdom
538483,46503,PRODUTO TESTE,-2,07/07/2011 00:00,14.3,10066.0,United Kingdom
543236,38911,PRODUTO TESTE,-5,06/20/2011 00:00,8.73,10045.0,United Kingdom
536790,71489,PRODUTO TESTE,14,07/21/2011 00:00,16.34,10148.0,United Kingdom
536912,90948,PRODUTO TESTE,20,11/03/2011 00:00,38.39,10066.0,United Kingdom
543288,35022,PRODUTO TESTE,19,09/20/2011 00:00,6.48,10049.0,United Kingdom
538778,59758,PRODUTO TESTE,33,06/27/2011 00:00,30.79,10186.0,United Kingdom
538464,48465,PRODUTO TESTE,4,09/01/2011 00:00,29.45,10096.0,United Kingdom
541087,32170,PRODUTO TESTE,-3,12/06/2011 00:00,27.14,10009.0,United Kingdom
537754,46474,PRODUTO TESTE,31,04/30/2011 00:00,24.47,10098.0,United Kingdom
536386,17952,PRODUTO TESTE,44,11/25/2011 00:00,33.36,10092.0,United Kingdom
536040,57714,PRODUTO TESTE,4,08/10/2011 00:00,42.66,10172.0,Eire
536713,19640,PRODUTO TESTE,14,03/09/2011 00:00,8.52,10142.0,United Kingdom
537426,52665,PRODUTO TESTE,29,12/19/2011 00:00,40.8,10038.0,United Kingdom
542265,90758,PRODUTO TESTE,4,09/08/2011 00:00,3.54,10030.0,United Kingdom
538681,23115,PRODUTO TESTE,42,05/21/2011 00:00,24.37,10120.0,United Kingdom
536645,32527,PRODUTO TESTE,7,03/20/2011 00:00,25.82,10009.0,Eire
536129,74893,PRODUTO TESTE,24,12/01/2011 00:00,10.28,10063.0,United Kingdom
540293,91629,PRODUTO TESTE,13,10/28/2011 00:00,4.94,10027.0,United Kingdom
543561,96001,PRODUTO TESTE,31,01/17/2011 00:00,4.21,10004.0,United Kingdom
539048,20810,PRODUTO TESTE,5,08/21/2011 00:00,2.34,10183.0,United Kingdom
536574,31519,PRODUTO TESTE,0,02/11/2011 00:00,28.89,10017.0,United Kingdom
538052,98553,PRODUTO TESTE,23,04/18/2011 00:00,8.2,10001.0,Eire
540494,55503,PRODUTO TESTE,42,07/27/2011 00:00,40.53,10186.0,United Kingdom
537699,85000,PRODUTO TESTE,29,04/01/2011 00:00,45.0,10037.0,United Kingdom
544806,11297,PRODUTO TESTE,36,07/07/2011 00:00,14.97,10163.0,United Kingdom
542870,20460,PRODUTO TESTE,18,06/06/2011 00:00,8.64,10006.0,United Kingdom
539101,28388,PRODUTO TESTE,2,08/01/2011 00:00,20.78,10030.0,United Kingdom
544563,17744,PRODUTO TESTE,18,10/20/2011 00:00,44.14,10022.0,United Kingdom
538925,90171,PRODUTO TESTE,49,02/26/2011 00:00,20.29,10141.0,United Kingdom
537261,82308,PRODUTO TESTE,37,10/18/2011 00:00,5.86,10124.0,United Kingdom
544444,45131,PRODUTO TESTE,33,03/23/2011 00:00,49.24,10095.0,Germany
544637,17025,PRODUTO TESTE,11,01/13/2011 00:00,25.23,10048.0,United Kingdom
538813,19552,PRODUTO TESTE,27,06/12/2011 00:00,17.45,10017.0,France
541352,33596,PRODUTO TESTE,29,04/21/2011 00:00,44.73,10113.0,United Kingdom
537559,75430,PRODUTO TESTE,30,03/09/2011 00:00,46.41,10046.0,United Kingdom
541774,82111,PRODUTO TESTE,44,06/04/2011 00:00,25.09,10118.0,United Kingdom
542211,58539,PRODUTO TESTE,32,11/14/2011 00:00,15.68,10137.0,United Kingdom
542389,91681,PRODUTO TESTE,7,08/02/2011 00:00,24.39,10169.0,United Kingdom
541118,93532,PRODUTO TESTE,7,09/23/2011 00:00,11.35,10098.0,United Kingdom
542337,79087,PRODUTO TESTE,29,02/24/2011 00:00,24.17,10000.0,United Kingdom
540995,17088,PRODUTO TESTE,42,01/28/2011 00:00,11.86,10056.0,Germany
543378,90089,PRODUTO TESTE,47,05/03/2011 00:00,31.3,10170.0,United Kingdom
537616,91751,PRODUTO TESTE,28,10/10/2011 00:00,38.11,10106.0,United Kingdom
540351,60389,PRODUTO TESTE,24,11/20/2011 00:00,48.49,10123.0,United Kingdom
539747,63926,PRODUTO TESTE,39,02/07/2011 00:00,42.21,10091.0,United Kingdom
540800,80164,PRODUTO TESTE,48,06/23/2011 00:00,4.76,10032.0,United Kingdom
537278,63314,PRODUTO TESTE,-4,05/25/2011 00:00,10.97,10179.0,Germany
538914,40976,PRODUTO TESTE,12,09/29/2011 00:00,26.82,10154.0,United Kingdom
544587,72726,PRODUTO TESTE,13,03/17/2011 00:00,13.25,10199.0,Germany
536947,80668,PRODUTO TESTE,26,06/26/2011 00:00,1.21,10171.0,United Kingdom
541717,22738,PRODUTO TESTE,11,11/07/2011 00:00,37.86,10058.0,United Kingdom
541981,71176,PRODUTO TESTE,12,06/19/2011 00:00,18.21,10050.0,United Kingdom
540270,25593,PRODUTO TESTE,-4,10/13/2011 00:00,3.77,10049.0,United Kingdom
536302,61734,PRODUTO TESTE,-5,08/16/2011 00:00,25.69,10183.0,France
536309,19708,PRODUTO TESTE,19,08/07/2011 00:00,48.87,10111.0,United Kingdom
538480,99306,PRODUTO TESTE,49,04/05/2011 00:00,34.09,10090.0,United Kingdom
536922,70106,PRODUTO TESTE,11,12/29/2011 00:00,8.36,10193.0,United Kingdom
536848,52279,PRODUTO TESTE,8,04/02/2011 00:00,25.96,10120.0,United Kingdom
537441,55347,PRODUTO TESTE,9,12/06/2011 00:00,45.14,10181.0,United Kingdom
537716,65731,PRODUTO TESTE,48,12/28/2011 00:00,3.19,10196.0,Germany
543546,21217,PRODUTO TESTE,31,07/06/2011 00:00,32.08,10015.0,United Kingdom
541748,55891,PRODUTO TESTE,30,11/14/2011 00:00,36.2,10072.0,United Kingdom
536273,74429,PRODUTO TESTE,5,09/19/2011 00:00,35.35,10146.0,United Kingdom
541656,33445,PRODUTO TESTE,44,09/27/2011 00:00,7.93,10162.0,United Kingdom
537230,53145,PRODUTO TESTE,5,01/26/2011 00:00,45.41,10029.0,United Kingdom
539789,39732,PRODUTO TESTE,48,02/20/2011 00:00,16.45,10063.0,United Kingdom
536342,24490,PRODUTO TESTE,47,01/26/2011 00:00,3.06,10109.0,United Kingdom
536811,98089,PRODUTO TESTE,26,01/12/2011 00:00,4.62,10159.0,United Kingdom
537193,63346,PRODUTO TESTE,42,11/02/2011 00:00,23.15,10022.0,Eire
539900,45289,PRODUTO TESTE,49,03/06/2011 00:00,2.48,10120.0,France
540167,40442,PRODUTO TESTE,26,01/03/2011 00:00,39.09,10059.0,United Kingdom
539174,71145,PRODUTO TESTE,37,12/09/2011 00:00,43.36,10043.0,United Kingdom
541581,19739,PRODUTO TESTE,27,04/12/2011 00:00,1.16,10103.0,United Kingdom
542484,61038,PRODUTO TESTE,23,10/25/2011 00:00,40.6,10082.0,United Kingdom
542558,30722,PRODUTO TESTE,13,12/17/2011 00:00,49.07,10127.0,United Kingdom
541211,90081,PRODUTO TESTE,31,07/10/2011 00:00,2.0,10063.0,United Kingdom
540910,80585,PRODUTO TESTE,9,12/05/2011 00:00,36.39,10164.0,United Kingdom
540424,78191,PRODUTO TESTE,5,12/20/2011 00:00,49.96,10015.0,Eire
538141,23122,PRODUTO TESTE,10,02/22/2011 00:00,39.96,10172.0,Germany
540382,17258,PRODUTO TESTE,-5,02/23/2011 00:00,25.52,10005.0,United Kingdom
536090,51259,PRODUTO TESTE,46,05/16/2011 00:00,44.3,10147.0,United Kingdom
544696,41989,PRODUTO TESTE,9,07/24/2011 00:00,35.54,10069.0,United Kingdom
539330,75185,PRODUTO TESTE,38,10/14/2011 00:00,14.98,10076.0,United Kingdom
542806,74071,PRODUTO TESTE,18,03/08/2011 00:00,11.6,10003.0,United Kingdom
544610,45748,PRODUTO TESTE,13,03/12/2011 00:00,25.87,10140.0,Eire
540472,24521,PRODUTO TESTE,7,04/22/2011 00:00,18.96,10033.0,United Kingdom
543756,39179,PRODUTO TESTE,40,04/10/2011 00:00,16.81,10131.0,United Kingdom
540313,55309,PRODUTO TESTE,23,12/10/2011 00:00,9.31,10145.0,United Kingdom
537190,32817,PRODUTO TESTE,19,05/25/2011 00:00,42.34,10169.0,United Kingdom
536238,38598,PRODUTO TESTE,31,11/13/2011 00:00,35.4,10141.0,United Kingdom
537220,31668,PRODUTO TESTE,39,01/21/2011 00:00,16.9,10060.0,United Kingdom
544482,15827,PRODUTO TESTE,31,02/07/2011 00:00,12.26,10147.0,United Kingdom
540275,64110,PRODUTO TESTE,20,10/21/2011 00:00,6.84,10165.0,United Kingdom
538872,99742,PRODUTO TESTE,44,04/02/2011 00:00,6.07,10063.0,United Kingdom
540014,95671,PRODUTO TESTE,44,01/31/2011 00:00,31.46,10024.0,United Kingdom
538303,93641,PRODUTO TESTE,48,08/05/2011 00:00,5.89,10178.0,United Kingdom
543834,69301,PRODUTO TESTE,0,02/23/2011 00:00,48.03,10029.0,Germany
544994,77276,PRODUTO TESTE,43,01/23/2011 00:00,14.32,10118.0,United Kingdom
536764,15778,PRODUTO TESTE,5,05/29/2011 00:00,1.78,10047.0,United Kingdom
542468,28092,PRODUTO TESTE,29,07/20/2011 00:00,42.84,10025.0,United Kingdom
539020,73551,PRODUTO TESTE,31,07/12/2011 00:00,18.7,10155.0,United Kingdom
536426,98966,PRODUTO TESTE,6,08/02/2011 00:00,17.48,10028.0,United Kingdom
544299,91740,PRODUTO TESTE,-5,01/09/2011 00:00,6.37,10134.0,United Kingdom
536556,66770,PRODUTO TESTE,46,04/17/2011 00:00,33.19,10138.0,United Kingdom
537853,19801,PRODUTO TESTE,44,05/06/2011 00:00,18.26,10012.0,Eire
536229,96945,PRODUTO TESTE,4,04/17/2011 00:00,41.24,10034.0,United Kingdom
540241,38619,PRODUTO TESTE,28,07/24/2011 00:00,31.72,10158.0,United Kingdom
541396,13832,PRODUTO TESTE,3,03/25/2011 00:00,44.06,10101.0,Germany
538886,79138,PRODUTO TESTE,26,08/19/2011 00:00,31.32,10024.0,United Kingdom
536644,25612,PRODUTO TESTE,12,12/08/2011 00:00,39.07,10198.0,United Kingdom
537045,37143,PRODUTO TESTE,36,08/30/2011 00:00,34.98,10052.0,United Kingdom
544400,70951,PRODUTO TESTE,26,05/22/2011 00:00,23.4,10000.0,United Kingdom
543253,96884,PRODUTO TESTE,22,06/08/2011 00:00,34.59,10184.0,United Kingdom
544432,91645,PRODUTO TESTE,32,08/02/2011 00:00,33.35,10003.0,United Kingdom
540777,24726,PRODUTO TESTE,21,09/22/2011 00:00,0.83,10110.0,United Kingdom
540914,25820,PRODUTO TESTE,-5,04/21/2011 00:00,35.08,10198.0,Germany
543073,82816,PRODUTO TESTE,27,01/15/2011 00:00,13.48,10115.0,United Kingdom
541549,38538,PRODUTO TESTE,37,09/14/2011 00:00,27.32,10116.0,United Kingdom
539927,17014,PRODUTO TESTE,21,08/30/2011 00:00,6.01,10077.0,United Kingdom
538627,62935,PRODUTO TESTE,4,02/07/2011 00:00,1.64,10025.0,United Kingdom
540369,69130,PRODUTO TESTE,-5,08/17/2011 00:00,1.25,10114.0,United Kingdom
536575,99968,PRODUTO TESTE,11,01/27/2011 00:00,8.33,10179.0,United Kingdom
537732,53769,PRODUTO TESTE,37,08/23/2011 00:00,1.48,10018.0,Germany
542637,81969,PRODUTO TESTE,12,09/29/2011 00:00,7.05,10176.0,United Kingdom
543812,58094,PRODUTO TESTE,47,01/06/2011 00:00,28.18,10083.0,United Kingdom
536916,93119,PRODUTO TESTE,13,09/23/2011 00:00,20.31,10107.0,United Kingdom
536872,53863,PRODUTO TESTE,18,02/13/2011 00:00,49.05,10033.0,United Kingdom
536770,70750,PRODUTO TESTE,36,04/07/2011 00:00,40.53,10124.0,United Kingdom
543124,96690,PRODUTO TESTE,28,09/15/2011 00:00,7.77,10036.0,United Kingdom
538801,88962,PRODUTO TESTE,-3,05/10/2011 00:00,21.13,10054.0,United Kingdom
538940,46091,PRODUTO TESTE,-1,12/23/2011 00:00,21.83,10144.0,United Kingdom
536112,55633,PRODUTO TESTE,5,12/16/2011 00:00,18.42,10010.0,United Kingdom
544753,63344,PRODUTO TESTE,42,12/27/2011 00:00,25.03,10089.0,United Kingdom
539906,21174,PRODUTO TESTE,-4,02/08/2011 00:00,33.66,10118.0,United Kingdom
543177,31009,PRODUTO TESTE,-2,03/06/2011 00:00,32.22,10026.0,United Kingdom
542369,73859,PRODUTO TESTE,37,03/08/2011 00:00,18.18,10058.0,United Kingdom
537275,16452,PRODUTO TESTE,29,08/02/2011 00:00,35.4,10068.0,United Kingdom
543212,64132,PRODUTO TESTE,49,06/06/2011 00:00,14.83,10132.0,United Kingdom
540952,53633,PRODUTO TESTE,7,09/30/2011 00:00,41.86,10195.0,France
541438,53681,PRODUTO TESTE,31,04/13/2011 00:00,48.24,10167.0,United Kingdom
537802,86133,PRODUTO TESTE,2,03/14/2011 00:00,15.09,10037.0,United Kingdom
543621,34748,PRODUTO TESTE,27,08/25/2011 00:00,39.34,10003.0,Eire
544385,81177,PRODUTO TESTE,0,08/14/2011 00:00,40.76,10010.0,United Kingdom
539658,80577,PRODUTO TESTE,44,09/10/2011 00:00,24.79,10119.0,United Kingdom
536832,99325,PRODUTO TESTE,17,04/24/2011 00:00,4.84,10031.0,United Kingdom
543638,83836,PRODUTO TESTE,9,07/12/2011 00:00,39.42,10046.0,United Kingdom
543986,55628,PRODUTO TESTE,49,12/05/2011 00:00,20.67,10169.0,United Kingdom
540558,42776,PRODUTO TESTE,-2,08/12/2011 00:00,10.8,10174.0,France
541212,80295,PRODUTO TESTE,38,12/07/2011 00:00,31.52,10167.0,United Kingdom
538007,93498,PRODUTO TESTE,23,06/08/2011 00:00,22.13,10050.0,United Kingdom
536607,35272,PRODUTO TESTE,32,01/17/2011 00:00,4.83,10123.0,United Kingdom
544497,43276,PRODUTO TESTE,9,10/05/2011 00:00,49.19,10122.0,Germany
540346,54735,PRODUTO TESTE,43,06/18/2011 00:00,12.61,10037.0,United Kingdom
538474,19680,PRODUTO TESTE,19,01/16/2011 00:00,25.79,10110.0,United Kingdom
542239,38278,PRODUTO TESTE,18,02/20/2011 00:00,33.53,10105.0,United Kingdom
536235,24987,PRODUTO TESTE,20,04/25/2011 00:00,6.2,10079.0,United Kingdom
536719,79511,PRODUTO TESTE,11,03/11/2011 00:00,37.1,10150.0,United Kingdom
538184,54505,PRODUTO TESTE,12,09/07/2011 00:00,32.59,10135.0,United Kingdom
540055,64341,PRODUTO TESTE,2,08/12/2011 00:00,24.94,10106.0,United Kingdom
539300,17187,PRODUTO TESTE,21,05/01/2011 00:00,26.65,10145.0,United Kingdom
537686,61610,PRODUTO TESTE,21,01/31/2011 00:00,47.76,10152.0,United Kingdom
539162,74656,PRODUTO TESTE,15,01/29/2011 00:00,45.59,10113.0,United Kingdom
539005,72043,PRODUTO TESTE,49,12/12/2011 00:00,6.04,10053.0,United Kingdom
540722,81557,PRODUTO TESTE,1,05/06/2011 00:00,18.75,10151.0,United Kingdom
541064,20260,PRODUTO TESTE,45,02/09/2011 00:00,26.08,10143.0,United Kingdom
543948,59451,PRODUTO TESTE,42,09/17/2011 00:00,46.04,10196.0,United Kingdom
543261,53396,PRODUTO TESTE,-4,11/14/2011 00:00,40.92,10029.0,United Kingdom
538631,90400,PRODUTO TESTE,33,02/14/2011 00:00,19.63,10083.0,Germany
544124,72148,PRODUTO TESTE,6,12/11/2011 00:00,44.37,10184.0,United Kingdom
540686,95884,PRODUTO TESTE,-3,09/22/2011 00:00,19.22,10102.0,United Kingdom
537689,12284,PRODUTO TESTE,42,04/02/2011 00:00,13.92,10188.0,United Kingdom
539061,50281,PRODUTO TESTE,1,10/11/2011 00:00,30.69,10002.0,Germany
542675,73297,PRODUTO TESTE,11,06/03/2011 00:00,18.12,10007.0,United Kingdom
543395,18021,PRODUTO TESTE,0,08/20/2011 00:00,31.31,10159.0,United Kingdom
539367,68613,PRODUTO TESTE,2,02/16/2011 00:00,20.78,10071.0,United Kingdom
537418,30813,PRODUTO TESTE,-2,03/31/2011 00:00,39.89,10104.0,United Kingdom
537726,16691,PRODUTO TESTE,41,10/10/2011 00:00,47.74,10085.0,France
536931,69184,PRODUTO TESTE,-2,10/21/2011 00:00,13.88,10081.0,Germany
542288,48378,PRODUTO TESTE,36,01/04/2011 00:00,25.75,10187.0,United Kingdom
540526,46520,PRODUTO TESTE,3,03/20/2011 00:00,36.36,10018.0,United Kingdom
540060,39294,PRODUTO TESTE,45,08/10/2011 00:00,8.35,10154.0,United Kingdom
542046,71650,PRODUTO TESTE,41,11/27/2011 00:00,39.9,10177.0,United Kingdom
543457,65682,PRODUTO TESTE,29,09/04/2011 00:00,29.36,10131.0,Germany
543159,70005,PRODUTO TESTE,40,09/15/2011 00:00,7.91,10079.0,United Kingdom
537234,80898,PRODUTO TESTE,11,05/22/2011 00:00,43.48,10032.0,United Kingdom
